timestamp_utc,hour,day,month,year,day_of_week,aqi_index,co,no,no2,o3,so2,pm2_5,pm10,nh3,om_pm2_5,om_pm10,om_co,om_no2,om_so2,om_o3,om_us_aqi,pm25_source_diff,pm25_source_diff_pct,aqi_change_rate,pm25_change_rate
2024-09-03T21:00:00+00:00,21,3,9,2024,1,1,340.46,0.01,8.14,27.89,3.7,8.6,18.49,1.6,18.7,62.4,268.0,25.2,6.9,17.0,64,10.1,54.01,,
2024-09-03T22:00:00+00:00,22,3,9,2024,1,1,300.41,0,3.94,33.97,3.01,7.53,16.68,1.09,18.2,61.5,226.0,20.6,6.7,21.0,65,10.67,58.63,0.0,-1.07
2024-09-03T23:00:00+00:00,23,3,9,2024,1,1,297.07,0,3.38,35.05,3.01,7.62,16.88,1.11,17.5,61.0,182.0,15.5,6.5,26.0,65,9.88,56.46,0.0,0.09
2024-09-04T00:00:00+00:00,0,4,9,2024,2,1,297.07,0,3.6,34.69,3.37,8.15,18.12,1.2,16.9,57.9,161.0,12.8,6.4,29.0,65,8.75,51.78,0.0,0.53
2024-09-04T01:00:00+00:00,1,4,9,2024,2,2,307.08,0,4.54,33.26,3.93,9.28,20.4,1.42,16.8,57.7,176.0,13.1,6.2,30.0,66,7.52,44.76,1.0,1.13
2024-09-04T02:00:00+00:00,2,4,9,2024,2,2,330.45,0.02,6,31.47,4.11,10.26,22.51,1.63,17.7,63.1,195.0,13.3,6.0,31.0,66,7.44,42.03,0.0,0.98
2024-09-04T03:00:00+00:00,3,4,9,2024,2,2,397.21,0.87,9.25,28.61,4.29,11.42,24.58,2.22,18.4,68.7,208.0,13.0,5.9,34.0,67,6.98,37.93,0.0,1.16
2024-09-04T04:00:00+00:00,4,4,9,2024,2,2,494,3.52,12.34,27.89,4.83,12.27,25.96,2.72,18.7,71.9,206.0,11.5,5.9,41.0,67,6.43,34.39,0.0,0.85
2024-09-04T05:00:00+00:00,5,4,9,2024,2,2,520.71,4.36,13.02,32.9,5.3,12.59,26.13,2.98,18.9,71.7,197.0,9.4,6.0,50.0,68,6.31,33.39,0.0,0.32
2024-09-04T06:00:00+00:00,6,4,9,2024,2,2,494,3.55,11.14,42.56,5.48,12.48,25.52,3.07,19.1,74.7,189.0,7.8,6.1,58.0,68,6.62,34.66,0.0,-0.11
2024-09-04T07:00:00+00:00,7,4,9,2024,2,2,453.95,2.35,10.37,46.49,5.07,11.55,23.66,2.69,20.0,76.8,183.0,7.0,6.1,63.0,68,8.45,42.25,0.0,-0.93
2024-09-04T08:00:00+00:00,8,4,9,2024,2,2,453.95,1.9,11.82,40.05,5.07,10.69,22.07,2.56,20.5,77.5,177.0,6.6,6.1,67.0,68,9.81,47.85,0.0,-0.86
2024-09-04T09:00:00+00:00,9,4,9,2024,2,2,473.98,1.51,14.91,32.19,5.01,10.33,21.34,2.56,20.4,76.1,178.0,7.0,6.0,67.0,68,10.07,49.36,0.0,-0.36
2024-09-04T10:00:00+00:00,10,4,9,2024,2,2,473.98,1.15,15.77,27.18,4.53,9.87,20.67,2.37,20.6,74.0,188.0,8.0,5.9,63.0,68,10.73,52.09,0.0,-0.46
2024-09-04T11:00:00+00:00,11,4,9,2024,2,2,453.95,1.09,15.25,24.32,4.23,9.46,20.33,2.12,20.7,71.9,204.0,9.7,5.7,55.0,68,11.24,54.3,0.0,-0.41
2024-09-04T12:00:00+00:00,12,4,9,2024,2,2,453.95,0.85,15.77,21.1,3.93,9.35,20.87,1.93,19.2,64.5,253.0,16.8,6.9,41.0,68,9.85,51.3,0.0,-0.11
2024-09-04T13:00:00+00:00,13,4,9,2024,2,2,487.33,0.75,18.68,16.63,3.73,9.7,22.74,1.85,18.8,59.3,289.0,21.8,6.4,33.0,68,9.1,48.4,0.0,0.35
2024-09-04T14:00:00+00:00,14,4,9,2024,2,2,473.98,0.37,18.34,16.27,3.28,10.21,25.57,1.74,19.2,51.7,338.0,28.6,5.7,21.0,68,8.99,46.82,0.0,0.51
2024-09-04T15:00:00+00:00,15,4,9,2024,2,2,420.57,0.13,13.54,20.92,2.83,10.86,28.36,1.69,18.9,49.5,366.0,32.7,5.3,14.0,68,8.04,42.54,0.0,0.65
2024-09-04T16:00:00+00:00,16,4,9,2024,2,2,393.87,0.07,10.88,23.6,2.86,11.59,29.28,1.8,18.5,47.6,357.0,31.9,5.4,14.0,69,6.91,37.35,0.0,0.73
2024-09-04T17:00:00+00:00,17,4,9,2024,2,2,367.16,0.03,8.4,26.46,2.68,11.39,27.37,1.66,18.5,46.9,326.0,28.5,5.6,18.0,69,7.11,38.43,0.0,-0.2
2024-09-04T18:00:00+00:00,18,4,9,2024,2,2,353.81,0.02,7.11,28.61,2.5,11.05,25,1.57,18.3,45.6,290.0,24.3,5.7,23.0,69,7.25,39.62,0.0,-0.34
2024-09-04T19:00:00+00:00,19,4,9,2024,2,2,330.45,0.01,6.08,30.04,2.18,10.15,22.1,1.19,17.6,43.2,248.0,19.5,5.3,28.0,69,7.45,42.33,0.0,-0.9
2024-09-04T20:00:00+00:00,20,4,9,2024,2,2,297.07,0.01,4.63,31.83,1.97,9.43,20.04,0.69,16.7,40.7,201.0,14.0,4.7,33.0,68,7.27,43.53,0.0,-0.72
2024-09-04T21:00:00+00:00,21,4,9,2024,2,2,277.04,0,3.13,33.97,1.97,9.79,20.98,0.59,16.1,39.1,164.0,9.8,4.2,37.0,68,6.31,39.19,0.0,0.36
2024-09-04T22:00:00+00:00,22,4,9,2024,2,2,263.69,0,2.21,35.76,1.83,10.71,23.33,0.49,15.8,38.2,142.0,7.5,4.0,39.0,68,5.09,32.22,0.0,0.92
2024-09-04T23:00:00+00:00,23,4,9,2024,2,2,260.35,0,1.88,36.84,1.79,11.94,27.14,0.44,15.7,37.6,131.0,6.4,4.0,40.0,68,3.76,23.95,0.0,1.23
2024-09-05T00:00:00+00:00,0,5,9,2024,3,2,257.02,0,1.8,37.91,1.79,12.88,29.98,0.4,15.3,37.1,132.0,6.1,3.9,41.0,68,2.42,15.82,0.0,0.94
2024-09-05T01:00:00+00:00,1,5,9,2024,3,2,263.69,0,2.03,39.34,1.91,13.36,31.19,0.42,15.8,38.1,159.0,8.0,4.2,40.0,68,2.44,15.44,0.0,0.48
2024-09-05T02:00:00+00:00,2,5,9,2024,3,2,277.04,0,2.66,40.41,1.97,13.42,30.29,0.49,17.2,40.6,196.0,10.4,4.5,40.0,68,3.78,21.98,0.0,0.06
2024-09-05T03:00:00+00:00,3,5,9,2024,3,2,330.45,0.33,5.23,39.7,2.15,13.64,28.94,0.92,18.0,45.6,217.0,11.5,4.7,42.0,68,4.36,24.22,0.0,0.22
2024-09-05T04:00:00+00:00,4,5,9,2024,3,2,400.54,1.73,8.05,38.98,2.44,13.6,27.97,1.28,17.4,45.9,209.0,9.7,4.6,50.0,67,3.8,21.84,0.0,-0.04
2024-09-05T05:00:00+00:00,5,5,9,2024,3,2,410.56,2.26,7.8,42.2,2.53,12.9,26.32,1.39,16.9,46.1,185.0,6.6,4.3,61.0,67,4.0,23.67,0.0,-0.7
2024-09-05T06:00:00+00:00,6,5,9,2024,3,2,390.53,1.84,6.25,45.42,2.53,11.93,24.45,1.41,16.3,45.8,167.0,4.2,4.1,69.0,67,4.37,26.81,0.0,-0.97
2024-09-05T07:00:00+00:00,7,5,9,2024,3,2,367.16,1.54,5.14,46.49,2.35,10.74,22.22,1.2,15.8,45.4,161.0,3.4,4.0,72.0,67,5.06,32.03,0.0,-1.19
2024-09-05T08:00:00+00:00,8,5,9,2024,3,2,370.5,1.63,5.18,47.21,2.44,10.39,21.51,1.16,15.3,44.5,159.0,3.4,4.0,73.0,67,4.91,32.09,0.0,-0.35
2024-09-05T09:00:00+00:00,9,5,9,2024,3,2,387.19,1.93,5.91,47.21,2.5,10.74,22.4,1.17,15.1,42.4,161.0,3.9,3.9,71.0,66,4.36,28.87,0.0,0.35
2024-09-05T10:00:00+00:00,10,5,9,2024,3,2,390.53,1.93,6.25,45.78,2.41,12.1,25.38,1.09,14.6,39.7,164.0,4.7,3.8,66.0,66,2.5,17.12,0.0,1.36
2024-09-05T11:00:00+00:00,11,5,9,2024,3,2,383.85,1.77,6.43,44.7,2.41,14.09,29.86,0.97,14.1,35.5,169.0,6.0,3.7,58.0,65,0.01,0.07,0.0,1.99
2024-09-05T12:00:00+00:00,12,5,9,2024,3,2,377.18,1.58,7.2,40.77,2.29,15.18,32.68,0.9,15.9,34.5,182.0,8.8,4.1,51.0,65,0.72,4.53,0.0,1.09
2024-09-05T13:00:00+00:00,13,5,9,2024,3,2,397.21,1.08,10.97,32.54,2.35,15.68,32.83,0.99,16.3,33.9,215.0,13.5,4.2,44.0,65,0.62,3.8,0.0,0.5
2024-09-05T14:00:00+00:00,14,5,9,2024,3,2,410.56,0.13,13.88,26.46,2.38,15.94,33.19,1.12,17.4,33.9,260.0,19.9,4.4,34.0,64,1.46,8.39,0.0,0.26
2024-09-05T15:00:00+00:00,15,5,9,2024,3,2,397.21,0.03,11.82,29.33,2.41,16.27,37.27,1.31,19.2,37.7,286.0,23.8,4.5,28.0,64,2.93,15.26,0.0,0.33
2024-09-05T16:00:00+00:00,16,5,9,2024,3,2,390.53,0.01,10.11,33.26,2.59,16.25,40.1,1.54,19.9,41.0,278.0,23.1,4.5,27.0,64,3.65,18.34,0.0,-0.02
2024-09-05T17:00:00+00:00,17,5,9,2024,3,2,353.81,0,7.28,36.84,2.38,14.87,36.04,1.36,20.5,43.9,251.0,19.9,4.4,30.0,64,5.63,27.46,0.0,-1.38
2024-09-05T18:00:00+00:00,18,5,9,2024,3,2,330.45,0,5.74,38.62,2.18,14.07,31.99,1.2,20.7,45.6,223.0,16.5,4.3,33.0,65,6.63,32.03,0.0,-0.8
2024-09-05T19:00:00+00:00,19,5,9,2024,3,2,307.08,0,4.71,39.34,1.91,14.41,32.73,0.85,20.3,45.8,198.0,13.4,4.0,36.0,65,5.89,29.01,0.0,0.34
2024-09-05T20:00:00+00:00,20,5,9,2024,3,2,277.04,0,3.51,40.77,1.71,14.85,37.9,0.44,19.7,45.6,171.0,10.2,3.6,39.0,65,4.85,24.62,0.0,0.44
2024-09-05T21:00:00+00:00,21,5,9,2024,3,2,257.02,0,2.31,42.56,1.65,14.95,42.6,0.32,19.3,45.2,151.0,7.8,3.4,42.0,65,4.35,22.54,0.0,0.1
2024-09-05T22:00:00+00:00,22,5,9,2024,3,2,250.34,0,1.63,43.63,1.58,14.52,44.45,0.27,18.2,43.2,138.0,6.4,3.4,43.0,65,3.68,20.22,0.0,-0.43
2024-09-05T23:00:00+00:00,23,5,9,2024,3,2,247,0,1.46,44.35,1.59,14.57,44.85,0.25,17.4,41.7,131.0,5.9,3.5,43.0,66,2.83,16.26,0.0,0.05
2024-09-06T00:00:00+00:00,0,6,9,2024,4,2,243.66,0,1.41,44.35,1.62,14.91,46.3,0.23,16.9,40.2,134.0,5.7,3.6,44.0,66,1.99,11.78,0.0,0.34
2024-09-06T01:00:00+00:00,1,6,9,2024,4,2,247,0,1.63,44.35,1.71,15.4,48,0.24,17.3,41.1,164.0,8.1,4.2,42.0,66,1.9,10.98,0.0,0.49
2024-09-06T02:00:00+00:00,2,6,9,2024,4,2,253.68,0,2.21,43.63,1.83,15.29,49,0.32,18.5,43.0,205.0,11.3,4.9,40.0,66,3.21,17.35,0.0,-0.11
2024-09-06T03:00:00+00:00,3,6,9,2024,4,2,293.73,0.2,4.46,41.48,2.06,15.23,49.28,0.7,19.0,50.1,229.0,12.9,5.4,41.0,66,3.77,19.84,0.0,-0.06
2024-09-06T04:00:00+00:00,4,6,9,2024,4,2,357.15,1.15,7.45,39.7,2.38,14.86,48.03,1.08,18.2,51.1,221.0,11.2,5.4,48.0,66,3.34,18.35,0.0,-0.37
2024-09-06T05:00:00+00:00,5,6,9,2024,4,2,373.84,1.66,7.88,41.48,2.56,14.58,47.36,1.25,17.9,53.1,197.0,8.0,5.1,58.0,66,3.32,18.55,0.0,-0.28
2024-09-06T06:00:00+00:00,6,6,9,2024,4,2,360.49,1.49,6.77,45.06,2.62,14.43,46.59,1.33,19.5,64.3,177.0,5.4,4.9,66.0,66,5.07,26.0,0.0,-0.15
2024-09-06T07:00:00+00:00,7,6,9,2024,4,2,337.12,1.33,5.36,47.92,2.47,13.81,45.26,1.16,18.0,56.2,170.0,4.4,4.7,70.0,67,4.19,23.28,0.0,-0.62
2024-09-06T08:00:00+00:00,8,6,9,2024,4,2,330.45,1.34,4.88,49.35,2.5,13.45,41.8,1.03,18.0,57.2,168.0,4.2,4.6,72.0,67,4.55,25.28,0.0,-0.36
2024-09-06T09:00:00+00:00,9,6,9,2024,4,2,333.79,1.51,5.01,48.64,2.5,13.04,38.55,0.98,17.8,54.8,169.0,4.5,4.5,71.0,67,4.76,26.74,0.0,-0.41
2024-09-06T10:00:00+00:00,10,6,9,2024,4,2,340.46,1.72,5.4,47.21,2.44,12.66,36.17,0.99,17.6,53.2,169.0,4.8,4.5,67.0,67,4.94,28.07,0.0,-0.38
2024-09-06T11:00:00+00:00,11,6,9,2024,4,2,360.49,2.1,6.6,43.63,2.62,12.57,34.99,1.12,17.2,52.0,172.0,5.6,4.6,60.0,67,4.63,26.92,0.0,-0.09
2024-09-06T12:00:00+00:00,12,6,9,2024,4,2,390.53,2.43,8.74,38.27,2.71,12.31,32.65,1.28,18.6,58.2,193.0,8.8,4.7,51.0,68,6.29,33.82,0.0,-0.26
2024-09-06T13:00:00+00:00,13,6,9,2024,4,2,440.6,2.04,13.54,30.4,2.86,12.09,30.88,1.44,19.0,56.5,247.0,15.8,4.9,41.0,68,6.91,36.37,0.0,-0.22
2024-09-06T14:00:00+00:00,14,6,9,2024,4,2,440.6,0.26,16.28,25.39,2.86,11.78,29.52,1.47,20.5,52.3,320.0,25.4,5.2,28.0,68,8.72,42.54,0.0,-0.31
2024-09-06T15:00:00+00:00,15,6,9,2024,4,2,393.87,0.03,12.51,29.33,2.77,11.84,29.77,1.55,22.1,54.4,368.0,31.9,5.5,19.0,68,10.26,46.43,0.0,0.06
2024-09-06T16:00:00+00:00,16,6,9,2024,4,2,370.5,0.01,10.2,32.19,2.95,12.15,30.92,1.71,22.4,54.7,369.0,32.5,5.7,17.0,69,10.25,45.76,0.0,0.31
2024-09-06T17:00:00+00:00,17,6,9,2024,4,2,340.46,0.01,7.71,34.69,2.68,12.13,31.88,1.54,22.2,54.1,345.0,30.0,5.8,20.0,69,10.07,45.36,0.0,-0.02
2024-09-06T18:00:00+00:00,18,6,9,2024,4,2,323.77,0,6.25,36.48,2.41,11.75,32.4,1.39,21.8,53.0,314.0,26.6,5.8,23.0,69,10.05,46.1,0.0,-0.38
2024-09-06T19:00:00+00:00,19,6,9,2024,4,2,307.08,0,5.4,37.91,2.09,10.76,32.52,1.06,20.7,50.1,277.0,22.5,5.5,26.0,69,9.94,48.02,0.0,-0.99
2024-09-06T20:00:00+00:00,20,6,9,2024,4,2,287.06,0,4.33,40.41,1.94,9.68,33.14,0.67,19.2,46.7,232.0,17.5,5.0,31.0,69,9.52,49.58,0.0,-1.08
2024-09-06T21:00:00+00:00,21,6,9,2024,4,2,263.69,0,2.48,43.27,1.62,9.27,34.14,0.49,18.1,44.6,195.0,13.4,4.6,34.0,69,8.83,48.78,0.0,-0.41
2024-09-06T22:00:00+00:00,22,6,9,2024,4,2,260.35,0,1.76,43.63,1.53,9.29,33.28,0.46,17.1,43.4,168.0,10.6,4.5,36.0,69,7.81,45.67,0.0,0.02
2024-09-06T23:00:00+00:00,23,6,9,2024,4,2,257.02,0,1.63,42.56,1.59,9.5,32.63,0.46,16.2,42.4,148.0,8.8,4.4,37.0,69,6.7,41.36,0.0,0.21
2024-09-07T00:00:00+00:00,0,7,9,2024,5,2,257.02,0,1.69,42.2,1.71,9.76,33.84,0.47,16.1,41.1,146.0,8.2,4.5,38.0,69,6.34,39.38,0.0,0.26
2024-09-07T01:00:00+00:00,1,7,9,2024,5,2,263.69,0,2.12,41.84,2,10.08,36.8,0.58,16.2,41.9,166.0,9.4,5.0,38.0,69,6.12,37.78,0.0,0.32
2024-09-07T02:00:00+00:00,2,7,9,2024,5,2,273.7,0.01,2.87,41.13,2.15,10.6,40.95,0.7,17.7,44.9,194.0,11.0,5.7,39.0,69,7.1,40.11,0.0,0.52
2024-09-07T03:00:00+00:00,3,7,9,2024,5,2,317.1,0.42,5.06,38.98,2.35,11.5,43.52,1.09,17.1,51.2,211.0,11.6,6.2,42.0,68,5.6,32.75,0.0,0.9
2024-09-07T04:00:00+00:00,4,7,9,2024,5,2,377.18,1.77,7.54,38.62,2.68,12.29,44.5,1.44,17.3,52.6,209.0,10.3,6.3,50.0,68,5.01,28.96,0.0,0.79
2024-09-07T05:00:00+00:00,5,7,9,2024,5,2,387.19,2.24,7.88,41.84,2.89,12.62,43.92,1.58,17.2,53.1,197.0,8.1,6.1,61.0,68,4.58,26.63,0.0,0.33
2024-09-07T06:00:00+00:00,6,7,9,2024,5,2,367.16,1.82,6.77,47.21,2.98,12.57,43.55,1.61,17.9,56.3,186.0,6.3,5.9,69.0,68,5.33,29.78,0.0,-0.05
2024-09-07T07:00:00+00:00,7,7,9,2024,5,2,347.14,1.45,5.57,50.78,2.77,12.18,42.87,1.41,17.6,56.2,180.0,5.4,5.7,73.0,68,5.42,30.8,0.0,-0.39
2024-09-07T08:00:00+00:00,8,7,9,2024,5,2,347.14,1.47,5.65,51.5,2.83,12.03,41.61,1.35,17.5,56.0,176.0,5.0,5.4,75.0,68,5.47,31.26,0.0,-0.15
2024-09-07T09:00:00+00:00,9,7,9,2024,5,2,360.49,1.7,6.51,50.07,2.89,12.14,39.97,1.38,17.4,55.6,176.0,5.2,5.3,74.0,68,5.26,30.23,0.0,0.11
2024-09-07T10:00:00+00:00,10,7,9,2024,5,2,387.19,2.29,7.88,45.78,2.86,12.54,37.71,1.52,17.2,55.4,176.0,5.4,5.3,70.0,68,4.66,27.09,0.0,0.4
2024-09-07T11:00:00+00:00,11,7,9,2024,5,2,433.92,3.32,10.11,41.13,3.04,13.23,35.78,1.85,17.2,56.0,180.0,6.3,5.5,64.0,68,3.97,23.08,0.0,0.69
2024-09-07T12:00:00+00:00,12,7,9,2024,5,2,487.33,4.25,13.19,33.62,3.1,13.65,34.6,2.12,16.7,51.8,215.0,9.5,6.0,62.0,68,3.05,18.26,0.0,0.42
2024-09-07T13:00:00+00:00,13,7,9,2024,5,2,554.08,4.02,19.36,21.46,3.22,13.66,34.11,2.25,16.1,50.2,259.0,15.9,5.8,49.0,68,2.44,15.16,0.0,0.01
2024-09-07T14:00:00+00:00,14,7,9,2024,5,2,514.03,0.82,21.76,14.31,2.95,12.67,31.99,2.03,16.4,47.0,320.0,24.7,5.4,32.0,68,3.73,22.74,0.0,-0.99
2024-09-07T15:00:00+00:00,15,7,9,2024,5,2,403.88,0.1,13.54,22.71,2.5,11.04,29.04,1.66,17.7,49.0,363.0,31.0,5.3,19.0,67,6.66,37.63,0.0,-1.63
2024-09-07T16:00:00+00:00,16,7,9,2024,5,2,393.87,0.04,11.65,25.75,2.71,10.43,28.05,1.96,18.3,50.2,373.0,32.9,5.5,15.0,67,7.87,43.01,0.0,-0.61
2024-09-07T17:00:00+00:00,17,7,9,2024,5,2,403.88,0.03,11.82,26.11,2.83,10.57,28.78,2.34,18.3,51.0,365.0,32.2,5.9,17.0,67,7.73,42.24,0.0,0.14
2024-09-07T18:00:00+00:00,18,7,9,2024,5,2,400.54,0.02,11.14,28.61,2.71,10.59,29.23,2.47,18.3,51.5,346.0,30.2,6.1,19.0,66,7.71,42.13,0.0,0.02
2024-09-07T19:00:00+00:00,19,7,9,2024,5,2,383.85,0.01,10.37,30.76,2.38,9.87,27.88,2.01,17.8,50.5,311.0,26.4,5.8,22.0,66,7.93,44.55,0.0,-0.72
2024-09-07T20:00:00+00:00,20,7,9,2024,5,2,337.12,0.01,8.4,33.62,2.09,8.75,25.46,1.22,16.7,48.3,265.0,21.1,5.2,27.0,66,7.95,47.6,0.0,-1.12
2024-09-07T21:00:00+00:00,21,7,9,2024,5,2,303.75,0,5.65,37.19,2.12,8.55,25.23,1.03,15.6,45.3,225.0,16.6,4.8,31.0,66,7.05,45.19,0.0,-0.2
2024-09-07T22:00:00+00:00,22,7,9,2024,5,2,287.06,0,3.81,39.34,2.18,8.81,26.71,1.03,14.7,41.8,195.0,13.5,4.7,33.0,65,5.89,40.07,0.0,0.26
2024-09-07T23:00:00+00:00,23,7,9,2024,5,2,283.72,0,3.3,39.7,2.29,9.17,27.03,1.11,14.1,38.8,171.0,11.2,4.8,34.0,65,4.93,34.96,0.0,0.36
2024-09-08T00:00:00+00:00,0,8,9,2024,6,2,290.39,0,3.43,38.27,2.53,9.61,27.05,1.22,12.7,34.1,157.0,9.2,4.8,37.0,65,3.09,24.33,0.0,0.44
2024-09-08T01:00:00+00:00,1,8,9,2024,6,2,300.41,0,4.33,36.48,2.92,9.8,26.4,1.42,12.5,33.4,176.0,10.1,5.1,38.0,65,2.7,21.6,0.0,0.19
2024-09-08T02:00:00+00:00,2,8,9,2024,6,2,323.77,0.02,5.83,34.33,3.16,9.91,26.41,1.61,13.3,35.3,203.0,11.3,5.5,39.0,64,3.39,25.49,0.0,0.11
2024-09-08T03:00:00+00:00,3,8,9,2024,6,2,390.53,0.91,9,31.47,3.52,10.62,27.81,2.15,12.9,43.8,220.0,11.7,5.8,43.0,64,2.28,17.67,0.0,0.71
2024-09-08T04:00:00+00:00,4,8,9,2024,6,2,433.92,2.68,9.77,33.62,3.7,10.81,28.54,2.09,13.6,51.7,219.0,10.4,6.1,52.0,64,2.79,20.51,0.0,0.19
2024-09-08T05:00:00+00:00,5,8,9,2024,6,2,427.25,3.13,9.17,38.62,3.73,11.2,29.42,2.06,14.9,60.3,208.0,8.3,6.4,63.0,63,3.7,24.83,0.0,0.39
2024-09-08T06:00:00+00:00,6,8,9,2024,6,2,387.19,2.35,7.2,45.42,3.58,11.44,30.26,1.92,15.9,64.3,198.0,6.6,6.5,73.0,63,4.46,28.05,0.0,0.24
2024-09-08T07:00:00+00:00,7,8,9,2024,6,2,387.19,2.37,6.85,48.64,3.31,11.98,31.63,1.92,16.9,66.8,192.0,5.5,6.4,81.0,63,4.92,29.11,0.0,0.54
2024-09-08T08:00:00+00:00,8,8,9,2024,6,2,433.92,3.32,8.65,48.64,3.43,12.97,33.37,2.25,17.3,67.1,187.0,4.8,6.1,87.0,63,4.33,25.03,0.0,0.99
2024-09-08T09:00:00+00:00,9,8,9,2024,6,2,480.65,4.53,10.62,47.21,3.43,13.12,32.63,2.47,17.2,67.1,186.0,4.8,5.9,89.0,63,4.08,23.72,0.0,0.15
2024-09-08T10:00:00+00:00,10,8,9,2024,6,2,473.98,4.64,10.45,42.2,3.04,11.8,28.62,2.25,16.6,63.6,187.0,5.2,5.9,84.0,63,4.8,28.92,0.0,-1.32
2024-09-08T11:00:00+00:00,11,8,9,2024,6,2,427.25,3.8,9.17,36.84,2.83,10.28,24.4,1.8,15.9,60.8,193.0,6.2,6.0,74.0,63,5.62,35.35,0.0,-1.52
2024-09-08T12:00:00+00:00,12,8,9,2024,6,2,377.18,2.6,7.88,31.83,2.59,9.1,21.57,1.33,13.5,49.8,197.0,9.2,6.3,64.0,63,4.4,32.59,0.0,-1.18
2024-09-08T13:00:00+00:00,13,8,9,2024,6,2,353.81,1.2,8.31,27.18,2.21,8.34,20.27,0.98,12.8,45.1,241.0,15.8,6.0,51.0,63,4.46,34.84,0.0,-0.76
2024-09-08T14:00:00+00:00,14,8,9,2024,6,1,360.49,0.16,10.2,23.6,2.09,8,19.84,1.01,13.4,38.2,302.0,24.7,5.6,33.0,62,5.4,40.3,-1.0,-0.34
2024-09-08T15:00:00+00:00,15,8,9,2024,6,1,340.46,0.04,8.31,25.75,2,7.54,19.14,1.11,14.3,37.3,340.0,30.6,5.3,20.0,62,6.76,47.27,0.0,-0.46
2024-09-08T16:00:00+00:00,16,8,9,2024,6,1,333.79,0.02,7.2,27.89,2.15,7.06,18.61,1.28,14.6,36.6,338.0,30.9,5.3,18.0,62,7.54,51.64,0.0,-0.48
2024-09-08T17:00:00+00:00,17,8,9,2024,6,1,310.42,0.01,5.48,30.76,1.97,6.44,18.01,1.17,14.5,36.4,314.0,28.2,5.4,21.0,62,8.06,55.59,0.0,-0.62
2024-09-08T18:00:00+00:00,18,8,9,2024,6,1,300.41,0.01,4.41,33.26,1.76,6.28,18.35,1.04,14.4,36.6,283.0,24.6,5.4,25.0,61,8.12,56.39,0.0,-0.16
2024-09-08T19:00:00+00:00,19,8,9,2024,6,1,287.06,0,3.77,35.41,1.53,6.46,19.8,0.79,13.8,36.2,245.0,20.2,5.1,30.0,61,7.34,53.19,0.0,0.18
2024-09-08T20:00:00+00:00,20,8,9,2024,6,2,267.03,0,3.08,37.55,1.45,7.11,22.09,0.49,13.2,34.9,199.0,15.0,4.6,35.0,61,6.09,46.14,1.0,0.65
2024-09-08T21:00:00+00:00,21,8,9,2024,6,2,263.69,0,2.78,38.98,1.91,8.63,26.2,0.59,13.0,33.9,163.0,10.9,4.2,40.0,60,4.37,33.62,0.0,1.52
2024-09-08T22:00:00+00:00,22,8,9,2024,6,2,257.02,0,2.29,40.05,2,10.18,30.86,0.61,13.1,33.8,141.0,8.6,4.1,42.0,60,2.92,22.29,0.0,1.55
2024-09-08T23:00:00+00:00,23,8,9,2024,6,2,257.02,0,2.23,40.77,2.15,11.08,35.46,0.66,13.1,33.6,128.0,7.3,4.1,44.0,60,2.02,15.42,0.0,0.9
2024-09-09T00:00:00+00:00,0,9,9,2024,0,2,260.35,0,2.38,40.77,2.35,11.3,37.85,0.73,12.5,32.9,128.0,7.0,4.2,44.0,60,1.2,9.6,0.0,0.22
2024-09-10T01:00:00+00:00,1,10,9,2024,1,3,247,0,2.1,45.78,2.12,16.42,62.71,0.38,20.5,67.3,173.0,9.1,4.8,48.0,69,4.08,19.9,0.04,0.2048
2024-09-10T02:00:00+00:00,2,10,9,2024,1,3,257.02,0,2.68,46.49,2.18,16.72,61.29,0.44,22.4,69.8,205.0,11.3,5.3,48.0,69,5.68,25.36,0.0,0.3
2024-09-10T03:00:00+00:00,3,10,9,2024,1,3,293.73,0.17,4.97,46.49,2.29,17.78,61.28,0.8,22.2,78.5,224.0,12.2,5.6,51.0,70,4.42,19.91,0.0,1.06
2024-09-10T04:00:00+00:00,4,10,9,2024,1,3,357.15,1.03,8.31,46.49,2.65,19.07,60.6,1.14,22.4,80.3,219.0,10.7,5.6,58.0,70,3.33,14.87,0.0,1.29
2024-09-10T05:00:00+00:00,5,10,9,2024,1,3,377.18,1.65,9,50.07,2.92,20.63,60.6,1.3,22.1,81.0,201.0,7.9,5.5,68.0,71,1.47,6.65,0.0,1.56
2024-09-10T06:00:00+00:00,6,10,9,2024,1,3,363.83,1.56,7.8,55.79,3.07,22.64,63.28,1.28,22.1,81.3,187.0,5.7,5.3,76.0,71,0.54,2.39,0.0,2.01
2024-09-10T07:00:00+00:00,7,10,9,2024,1,3,380.52,1.9,8.4,59.37,3.19,24.65,66.08,1.38,23.6,91.0,182.0,4.7,5.2,81.0,71,1.05,4.26,0.0,2.01
2024-09-10T08:00:00+00:00,8,10,9,2024,1,3,447.27,2.91,11.48,60.08,3.73,26.82,70.83,1.87,24.6,97.8,180.0,4.4,5.1,84.0,72,2.22,8.28,0.0,2.17
2024-09-10T09:00:00+00:00,9,10,9,2024,1,3,534.06,4.3,15.77,57.22,4.17,28.42,75.77,2.44,25.3,99.7,181.0,4.6,5.0,84.0,72,3.12,10.98,0.0,1.6
