timestamp_utc,hour,day,month,year,day_of_week,aqi_index,co,no,no2,o3,so2,pm2_5,pm10,nh3,om_pm2_5,om_pm10,om_co,om_no2,om_so2,om_o3,om_us_aqi,pm25_source_diff,pm25_source_diff_pct,aqi_change_rate,pm25_change_rate
2025-09-04T11:00:00+00:00,11,4,9,2025,3,3,92.22,0.01,0.04,46.35,0.25,15.78,62.01,0,27.5,71.0,285.0,6.9,16.9,85.0,88,11.72,42.62,0.0,-0.33
2025-09-04T12:00:00+00:00,12,4,9,2025,3,3,92.32,0.01,0.04,46.6,0.26,15.49,61.49,0,28.6,73.3,304.0,11.4,17.6,75.0,88,13.11,45.84,0.0,-0.29
2025-09-04T13:00:00+00:00,13,4,9,2025,3,3,92.39,0,0.06,46.87,0.27,15.35,61.59,0,26.5,67.1,308.0,16.9,16.6,60.0,88,11.15,42.08,0.0,-0.14
2025-09-04T14:00:00+00:00,14,4,9,2025,3,3,91.96,0,0.07,46.96,0.28,15.33,61.87,0,25.9,61.0,302.0,24.3,15.2,39.0,87,10.57,40.81,0.0,-0.02
2025-09-04T15:00:00+00:00,15,4,9,2025,3,3,91.51,0,0.07,47.03,0.3,15.38,62.16,0,26.0,55.1,290.0,28.9,13.9,25.0,87,10.62,40.85,0.0,0.05
2025-09-04T16:00:00+00:00,16,4,9,2025,3,3,90.91,0,0.07,47.19,0.31,15.4,62.07,0,25.3,54.4,270.0,28.1,12.7,23.0,86,9.9,39.13,0.0,0.02
2025-09-04T17:00:00+00:00,17,4,9,2025,3,3,90.36,0,0.07,47.44,0.32,15.36,61.64,0,24.4,51.9,243.0,24.5,11.6,27.0,85,9.04,37.05,0.0,-0.04
2025-09-04T18:00:00+00:00,18,4,9,2025,3,3,89.93,0,0.07,47.71,0.33,15.26,61.06,0,23.3,49.2,218.0,20.5,10.5,32.0,85,8.04,34.51,0.0,-0.1
2025-09-04T19:00:00+00:00,19,4,9,2025,3,3,89.53,0,0.07,48.09,0.34,15.12,60.54,0,22.3,47.0,198.0,16.7,9.3,36.0,84,7.18,32.2,0.0,-0.14
2025-09-04T20:00:00+00:00,20,4,9,2025,3,3,89.3,0,0.07,48.74,0.34,15,60.56,0,20.8,43.9,180.0,12.6,8.1,40.0,83,5.8,27.88,0.0,-0.12
2025-09-04T21:00:00+00:00,21,4,9,2025,3,3,89.24,0,0.07,49.36,0.34,15.07,61.5,0,19.4,40.9,167.0,9.5,7.3,43.0,82,4.33,22.32,0.0,0.07
2025-09-04T22:00:00+00:00,22,4,9,2025,3,3,89.13,0,0.06,49.89,0.34,15.28,62.96,0,18.7,40.2,150.0,7.8,7.1,44.0,82,3.42,18.29,0.0,0.21
2025-09-04T23:00:00+00:00,23,4,9,2025,3,3,89,0,0.06,50.06,0.34,15.42,64.1,0,18.5,40.0,138.0,7.2,7.3,44.0,82,3.08,16.65,0.0,0.14
2025-09-05T00:00:00+00:00,0,5,9,2025,4,3,88.99,0,0.06,50.18,0.35,15.57,65.26,0,18.5,40.3,155.0,7.6,7.9,44.0,81,2.93,15.84,0.0,0.15
2025-09-05T01:00:00+00:00,1,5,9,2025,4,3,88.9,0,0.06,50.32,0.35,15.79,66.52,0,19.2,41.1,235.0,9.4,8.8,42.0,81,3.41,17.76,0.0,0.22
2025-09-05T02:00:00+00:00,2,5,9,2025,4,3,88.89,0,0.06,50.25,0.36,16.09,67.91,0,21.6,45.4,345.0,11.9,10.2,40.0,80,5.51,25.51,0.0,0.3
2025-09-05T03:00:00+00:00,3,5,9,2025,4,3,89.17,0,0.07,49.97,0.36,16.43,69.21,0,23.6,52.5,410.0,13.3,12.1,43.0,80,7.17,30.38,0.0,0.34
2025-09-05T04:00:00+00:00,4,5,9,2025,4,3,89.13,0.01,0.06,49.58,0.36,16.7,70.01,0,25.5,57.4,387.0,12.7,15.1,56.0,80,8.8,34.51,0.0,0.27
2025-09-05T05:00:00+00:00,5,5,9,2025,4,3,89.23,0.01,0.05,49.09,0.36,16.89,70.34,0,28.0,63.6,318.0,11.0,18.6,74.0,80,11.11,39.68,0.0,0.19
2025-09-05T06:00:00+00:00,6,5,9,2025,4,3,89.23,0.01,0.04,48.5,0.35,16.93,69.87,0,31.0,68.7,264.0,9.4,21.1,92.0,80,14.07,45.39,0.0,0.04
2025-09-05T07:00:00+00:00,7,5,9,2025,4,3,89.35,0.01,0.04,47.72,0.33,16.73,68.26,0,33.4,71.9,244.0,7.9,21.8,110.0,80,16.67,49.91,0.0,-0.2
2025-09-05T08:00:00+00:00,8,5,9,2025,4,3,89.64,0.01,0.03,47,0.33,16.34,65.79,0,33.4,69.4,238.0,6.4,21.4,127.0,80,17.06,51.08,0.0,-0.39
2025-09-05T09:00:00+00:00,9,5,9,2025,4,3,90.08,0.01,0.03,46.43,0.33,15.8,62.93,0,32.0,65.7,240.0,5.9,20.4,132.0,80,16.2,50.62,0.0,-0.54
2025-09-05T10:00:00+00:00,10,5,9,2025,4,3,90.93,0.01,0.03,46.34,0.34,15.18,59.91,0,30.0,61.5,251.0,6.9,18.5,117.0,80,14.82,49.4,0.0,-0.62
2025-09-05T11:00:00+00:00,11,5,9,2025,4,3,91.73,0.01,0.04,46.56,0.35,14.42,56.74,0,27.6,58.4,269.0,9.0,16.1,90.0,80,13.18,47.75,0.0,-0.76
2025-09-05T12:00:00+00:00,12,5,9,2025,4,3,92.52,0,0.04,46.9,0.36,13.72,54.11,0,29.7,63.8,285.0,12.5,14.7,72.0,80,15.98,53.8,0.0,-0.7
2025-09-05T13:00:00+00:00,13,5,9,2025,4,3,93.45,0,0.05,47.22,0.39,13.34,52.72,0,28.9,61.0,299.0,16.9,13.8,59.0,81,15.56,53.84,0.0,-0.38
2025-09-05T14:00:00+00:00,14,5,9,2025,4,3,94.23,0,0.07,47.4,0.41,13.23,52.42,0,28.5,56.6,310.0,22.8,12.5,40.0,81,15.27,53.58,0.0,-0.11
2025-09-05T15:00:00+00:00,15,5,9,2025,4,3,94.9,0,0.07,47.71,0.43,13.3,52.66,0,28.5,54.4,307.0,26.3,11.4,28.0,81,15.2,53.33,0.0,0.07
2025-09-05T16:00:00+00:00,16,5,9,2025,4,3,95.25,0,0.07,48.14,0.44,13.44,53.07,0,28.8,54.7,278.0,25.2,10.8,27.0,81,15.36,53.33,0.0,0.14
2025-09-05T17:00:00+00:00,17,5,9,2025,4,3,95.73,0,0.07,48.72,0.46,13.81,54.07,0,28.3,54.5,235.0,21.7,10.5,32.0,81,14.49,51.2,0.0,0.37
2025-09-05T18:00:00+00:00,18,5,9,2025,4,3,95.94,0,0.08,48.91,0.48,14.43,55.88,0,27.5,51.8,197.0,18.0,10.0,37.0,82,13.07,47.53,0.0,0.62
2025-09-05T19:00:00+00:00,19,5,9,2025,4,3,95.66,0,0.08,48.61,0.51,15.17,58.08,0,26.4,49.7,172.0,14.7,9.2,40.0,82,11.23,42.54,0.0,0.74
2025-09-05T20:00:00+00:00,20,5,9,2025,4,3,94.68,0,0.09,47.99,0.53,15.85,60.19,0,25.3,48.8,152.0,11.4,8.3,44.0,82,9.45,37.35,0.0,0.68
2025-09-05T21:00:00+00:00,21,5,9,2025,4,3,93.65,0,0.09,47.22,0.54,16.36,61.65,0,24.2,48.2,139.0,8.8,7.6,46.0,83,7.84,32.4,0.0,0.51
2025-09-05T22:00:00+00:00,22,5,9,2025,4,3,92.63,0,0.09,47.07,0.54,16.43,61.51,0,23.3,47.3,130.0,7.3,7.3,47.0,83,6.87,29.48,0.0,0.07
2025-09-05T23:00:00+00:00,23,5,9,2025,4,3,92.05,0,0.08,47.3,0.52,16.17,60.1,0,22.6,45.8,128.0,6.6,7.4,48.0,83,6.43,28.45,0.0,-0.26
2025-09-06T00:00:00+00:00,0,6,9,2025,5,3,91.24,0,0.08,47.04,0.51,15.9,58.92,0,21.8,44.1,143.0,6.6,6.9,48.0,84,5.9,27.06,0.0,-0.27
2025-09-06T01:00:00+00:00,1,6,9,2025,5,3,90.26,0,0.08,46.56,0.5,15.67,58.01,0,22.0,43.4,192.0,8.8,7.9,46.0,84,6.33,28.77,0.0,-0.23
2025-09-06T02:00:00+00:00,2,6,9,2025,5,3,89.33,0,0.08,46.3,0.49,15.44,57.22,0,23.9,46.6,258.0,11.8,9.3,43.0,84,8.46,35.4,0.0,-0.23
2025-09-06T03:00:00+00:00,3,6,9,2025,5,3,88.77,0,0.08,46.37,0.48,15.23,56.58,0,25.9,53.0,299.0,13.4,11.0,46.0,84,10.67,41.2,0.0,-0.21
2025-09-06T04:00:00+00:00,4,6,9,2025,5,3,88.44,0.01,0.07,46.71,0.46,15.06,56,0,28.1,59.3,290.0,12.3,13.2,58.0,85,13.04,46.41,0.0,-0.17
2025-09-06T05:00:00+00:00,5,6,9,2025,5,3,88.33,0.01,0.06,46.71,0.45,14.96,55.41,0,29.6,63.3,256.0,9.9,15.6,75.0,85,14.64,49.46,0.0,-0.1
2025-09-06T06:00:00+00:00,6,6,9,2025,5,3,88.13,0.01,0.05,46.48,0.43,14.83,54.52,0,31.1,67.8,230.0,7.7,17.2,89.0,85,16.27,52.32,0.0,-0.13
2025-09-06T07:00:00+00:00,7,6,9,2025,5,3,88.22,0.01,0.05,45.96,0.41,14.55,53.02,0,32.0,71.2,223.0,6.2,17.3,97.0,85,17.45,54.53,0.0,-0.28
2025-09-06T08:00:00+00:00,8,6,9,2025,5,3,88.06,0.01,0.04,45.26,0.4,14.25,51.41,0,32.1,72.6,223.0,5.0,16.5,102.0,85,17.85,55.61,0.0,-0.3
2025-09-06T09:00:00+00:00,9,6,9,2025,5,3,88.02,0.01,0.04,44.44,0.39,14.02,50.09,0,32.0,73.1,230.0,4.8,15.6,101.0,85,17.98,56.19,0.0,-0.23
2025-09-06T10:00:00+00:00,10,6,9,2025,5,2,88.35,0.01,0.04,44.06,0.39,13.83,48.88,0,31.5,71.9,247.0,5.8,14.9,92.0,85,17.67,56.1,-1.0,-0.19
2025-09-06T11:00:00+00:00,11,6,9,2025,5,2,89.26,0.01,0.04,44.37,0.39,13.6,47.64,0,30.6,69.2,271.0,7.7,14.2,76.0,85,17.0,55.56,0.0,-0.23
2025-09-06T12:00:00+00:00,12,6,9,2025,5,2,90.29,0.01,0.05,44.82,0.4,13.48,46.88,0,29.0,64.3,288.0,11.1,13.3,63.0,85,15.52,53.52,0.0,-0.12
2025-09-06T13:00:00+00:00,13,6,9,2025,5,2,92.15,0,0.06,45.68,0.41,13.42,46.63,0,27.3,56.0,295.0,16.3,12.8,52.0,85,13.88,50.84,0.0,-0.06
2025-09-06T14:00:00+00:00,14,6,9,2025,5,2,94.36,0,0.07,46.85,0.42,13.32,46.6,0,26.1,46.1,296.0,23.3,12.0,37.0,85,12.78,48.97,0.0,-0.1
2025-09-06T15:00:00+00:00,15,6,9,2025,5,2,96.75,0,0.07,48.23,0.43,13.29,47.18,0,26.2,44.8,290.0,28.3,11.6,26.0,85,12.91,49.27,0.0,-0.03
2025-09-06T16:00:00+00:00,16,6,9,2025,5,2,98.53,0,0.07,49.35,0.45,13.5,48.59,0,25.9,43.8,274.0,29.8,12.0,23.0,85,12.4,47.88,0.0,0.21
2025-09-06T17:00:00+00:00,17,6,9,2025,5,3,99.68,0,0.07,49.93,0.48,14.05,51.11,0,26.4,44.0,251.0,29.2,12.6,25.0,84,12.35,46.78,1.0,0.55
2025-09-06T18:00:00+00:00,18,6,9,2025,5,3,100.42,0,0.08,49.98,0.51,14.9,54.39,0,26.4,43.9,227.0,26.8,12.7,28.0,84,11.5,43.56,0.0,0.85
2025-09-06T19:00:00+00:00,19,6,9,2025,5,3,100.27,0,0.08,49.63,0.53,15.79,57.73,0,24.8,41.7,200.0,21.7,11.6,34.0,84,9.01,36.33,0.0,0.89
2025-09-06T20:00:00+00:00,20,6,9,2025,5,3,99.77,0,0.08,48.99,0.56,16.51,60.59,0,22.1,38.0,173.0,14.8,9.9,42.0,84,5.59,25.29,0.0,0.72
2025-09-06T21:00:00+00:00,21,6,9,2025,5,3,98.86,0,0.08,48.08,0.58,16.91,62.55,0,19.2,33.8,153.0,9.5,8.6,48.0,84,2.29,11.93,0.0,0.4
2025-09-06T22:00:00+00:00,22,6,9,2025,5,3,97.87,0,0.08,47.38,0.59,17.04,63.88,0,17.5,31.8,142.0,6.9,7.9,51.0,83,0.46,2.63,0.0,0.13
2025-09-06T23:00:00+00:00,23,6,9,2025,5,3,96.77,0,0.08,47.21,0.6,17.01,64.59,0,17.1,31.8,139.0,5.9,7.4,52.0,83,0.09,0.53,0.0,-0.03
2025-09-07T00:00:00+00:00,0,7,9,2025,6,3,95.75,0,0.08,47.3,0.6,17.03,65.46,0,16.6,31.7,152.0,6.2,7.6,52.0,82,0.43,2.52,0.0,0.02
2025-09-07T01:00:00+00:00,1,7,9,2025,6,3,95.17,0,0.08,48,0.59,17.18,66.61,0,17.1,32.1,197.0,8.6,8.3,50.0,82,0.08,0.47,0.0,0.15
2025-09-07T02:00:00+00:00,2,7,9,2025,6,3,94.76,0,0.08,49.22,0.57,17.31,67.84,0,18.9,35.2,257.0,11.8,9.4,47.0,82,1.59,8.41,0.0,0.13
2025-09-07T03:00:00+00:00,3,7,9,2025,6,3,94.59,0,0.08,50.94,0.54,17.44,69.37,0,20.9,42.3,294.0,13.4,10.7,48.0,81,3.46,16.56,0.0,0.13
2025-09-07T04:00:00+00:00,4,7,9,2025,6,3,94.58,0,0.08,52.67,0.53,17.66,71.19,0,22.2,46.9,283.0,11.7,12.4,58.0,81,4.54,20.45,0.0,0.22
2025-09-07T05:00:00+00:00,5,7,9,2025,6,3,94.17,0.01,0.06,53.01,0.53,17.91,73.01,0,23.6,50.9,248.0,8.4,14.3,72.0,80,5.69,24.11,0.0,0.25
2025-09-07T06:00:00+00:00,6,7,9,2025,6,3,93.5,0.01,0.05,52.3,0.54,17.92,73.78,0,25.0,52.9,220.0,5.7,15.4,83.0,80,7.08,28.32,0.0,0.01
2025-09-07T07:00:00+00:00,7,7,9,2025,6,3,92.42,0.01,0.05,50.86,0.54,17.54,72.93,0,25.3,52.0,209.0,4.3,15.0,88.0,79,7.76,30.67,0.0,-0.38
2025-09-07T08:00:00+00:00,8,7,9,2025,6,3,90.97,0.01,0.05,48.83,0.56,17.3,72.94,0,24.9,51.9,205.0,3.7,13.8,90.0,79,7.6,30.52,0.0,-0.24
2025-09-07T09:00:00+00:00,9,7,9,2025,6,3,89.23,0.01,0.05,46.49,0.58,17.54,74.91,0,24.0,49.1,211.0,3.9,12.9,88.0,78,6.46,26.92,0.0,0.24
2025-09-07T10:00:00+00:00,10,7,9,2025,6,3,88.13,0.01,0.05,44.7,0.6,17.95,77.68,0,22.9,46.2,232.0,5.2,12.8,80.0,78,4.95,21.62,0.0,0.41
2025-09-07T11:00:00+00:00,11,7,9,2025,6,3,87.83,0.01,0.06,43.84,0.61,18.37,80.56,0,23.5,48.3,263.0,7.4,13.0,68.0,77,5.13,21.83,0.0,0.42
2025-09-07T12:00:00+00:00,12,7,9,2025,6,3,88.11,0,0.07,44.02,0.61,18.77,83.2,0,23.4,46.6,285.0,10.5,11.1,58.0,76,4.63,19.79,0.0,0.4
2025-09-07T13:00:00+00:00,13,7,9,2025,6,3,89.05,0,0.09,44.96,0.6,19.16,85.47,0,25.3,48.7,289.0,15.1,11.6,50.0,76,6.14,24.27,0.0,0.39
2025-09-07T14:00:00+00:00,14,7,9,2025,6,3,89.51,0,0.1,45.73,0.6,19.35,86.53,0,26.8,49.7,285.0,21.4,12.4,39.0,76,7.45,27.8,0.0,0.19
2025-09-07T15:00:00+00:00,15,7,9,2025,6,3,89.62,0,0.1,46.23,0.6,19.34,86.41,0,28.3,49.9,281.0,25.5,12.8,31.0,76,8.96,31.66,0.0,-0.01
2025-09-07T16:00:00+00:00,16,7,9,2025,6,3,89.45,0,0.09,46.41,0.6,19.2,85.35,0,28.8,50.9,284.0,25.6,12.8,30.0,76,9.6,33.33,0.0,-0.14
2025-09-07T17:00:00+00:00,17,7,9,2025,6,3,89.05,0,0.09,46.34,0.61,19.06,84.23,0,28.9,51.2,286.0,23.5,12.4,32.0,76,9.84,34.05,0.0,-0.14
2025-09-07T18:00:00+00:00,18,7,9,2025,6,3,88.5,0,0.09,46.19,0.63,18.96,83.2,0,28.9,51.1,276.0,20.8,11.9,35.0,77,9.94,34.39,0.0,-0.1
2025-09-07T19:00:00+00:00,19,7,9,2025,6,3,87.82,0,0.09,46.23,0.63,18.81,81.89,0,28.2,50.5,239.0,17.5,11.0,38.0,77,9.39,33.3,0.0,-0.15
2025-09-07T20:00:00+00:00,20,7,9,2025,6,3,87.5,0,0.09,46.75,0.62,18.57,80.14,0,26.8,48.8,189.0,13.6,10.0,41.0,77,8.23,30.71,0.0,-0.24
2025-09-07T21:00:00+00:00,21,7,9,2025,6,3,87.07,0,0.09,47.5,0.6,18.46,79.25,0,25.1,47.1,155.0,10.6,9.2,43.0,77,6.64,26.45,0.0,-0.11
2025-09-07T22:00:00+00:00,22,7,9,2025,6,3,86.55,0,0.09,48.23,0.58,18.82,80.32,0,24.1,46.3,137.0,8.7,8.7,44.0,78,5.28,21.91,0.0,0.36
2025-09-07T23:00:00+00:00,23,7,9,2025,6,3,85.39,0,0.09,48.57,0.58,19.48,82.96,0,23.3,45.5,135.0,7.7,8.5,45.0,78,3.82,16.39,0.0,0.66
2025-09-08T00:00:00+00:00,0,8,9,2025,0,3,83.77,0,0.09,48.13,0.6,20.03,85.57,0,20.8,41.2,171.0,6.7,7.7,47.0,79,0.77,3.7,0.0,0.55
2025-09-08T01:00:00+00:00,1,8,9,2025,0,3,81.96,0,0.09,47.44,0.61,20.15,84.51,0,21.1,42.6,290.0,10.0,8.7,44.0,79,0.95,4.5,0.0,0.12
2025-09-08T02:00:00+00:00,2,8,9,2025,0,3,80.75,0,0.1,46.94,0.6,20,82.31,0,22.2,43.8,447.0,14.6,10.2,39.0,79,2.2,9.91,0.0,-0.15
2025-09-08T03:00:00+00:00,3,8,9,2025,0,3,80.04,0,0.11,46.74,0.58,19.99,82.1,0,24.3,47.7,533.0,17.4,11.9,39.0,80,4.31,17.74,0.0,-0.01
2025-09-08T04:00:00+00:00,4,8,9,2025,0,3,79.8,0,0.11,46.86,0.56,19.83,78.55,0,26.0,51.8,474.0,17.0,14.3,46.0,80,6.17,23.73,0.0,-0.16
2025-09-08T05:00:00+00:00,5,8,9,2025,0,3,80.06,0,0.11,47.35,0.53,20.04,76.81,0,26.8,55.2,344.0,14.9,16.9,57.0,80,6.76,25.22,0.0,0.21
2025-09-08T06:00:00+00:00,6,8,9,2025,0,3,80.35,0.01,0.1,47.77,0.5,20.5,77.78,0,26.7,56.8,251.0,12.9,18.6,66.0,81,6.2,23.22,0.0,0.46
2025-09-08T07:00:00+00:00,7,8,9,2025,0,3,80.39,0.01,0.1,47.83,0.5,20.35,74.58,0,26.6,56.9,245.0,11.3,18.7,74.0,81,6.25,23.5,0.0,-0.15
2025-09-08T08:00:00+00:00,8,8,9,2025,0,3,80.23,0.01,0.1,47.6,0.5,19.8,67.86,0,26.2,55.8,275.0,9.9,17.9,80.0,81,6.4,24.43,0.0,-0.55
2025-09-08T09:00:00+00:00,9,8,9,2025,0,3,80.19,0.01,0.09,47.62,0.49,19.23,61.81,0,27.8,58.1,301.0,9.9,17.0,81.0,81,8.57,30.83,0.0,-0.57
2025-09-08T10:00:00+00:00,10,8,9,2025,0,3,80.62,0,0.1,48.18,0.49,19.37,64.3,0,27.4,56.6,301.0,11.8,16.1,73.0,81,8.03,29.31,0.0,0.14
2025-09-08T11:00:00+00:00,11,8,9,2025,0,3,80.91,0,0.1,48.59,0.51,19.66,69.39,0,23.7,50.5,297.0,15.1,15.0,59.0,82,4.04,17.05,0.0,0.29
2025-09-08T12:00:00+00:00,12,8,9,2025,0,3,80.51,0,0.11,48.68,0.54,19.57,71.64,0,24.9,48.7,311.0,19.4,12.4,49.0,82,5.33,21.41,0.0,-0.09
2025-09-08T13:00:00+00:00,13,8,9,2025,0,3,79.82,0,0.12,48.27,0.55,18.94,64.53,0,25.3,45.3,367.0,24.6,12.6,41.0,82,6.36,25.14,0.0,-0.63
2025-09-08T14:00:00+00:00,14,8,9,2025,0,3,78.73,0,0.13,47.41,0.55,18.45,58.97,0,26.4,48.3,440.0,31.8,13.0,31.0,82,7.95,30.11,0.0,-0.49
2025-09-08T15:00:00+00:00,15,8,9,2025,0,3,77.78,0,0.13,46.45,0.56,18.29,58.01,0,27.9,50.4,479.0,37.2,13.4,23.0,82,9.61,34.44,0.0,-0.16
2025-09-08T16:00:00+00:00,16,8,9,2025,0,3,76.97,0,0.13,45.7,0.55,18.37,60.05,0,27.6,48.8,457.0,39.3,14.1,19.0,82,9.23,33.44,0.0,0.08
2025-09-08T17:00:00+00:00,17,8,9,2025,0,3,76.53,0,0.12,45.31,0.56,18.53,63.35,0,29.2,51.5,401.0,39.6,14.9,18.0,82,10.67,36.54,0.0,0.16
2025-09-08T18:00:00+00:00,18,8,9,2025,0,3,76.46,0,0.11,45.23,0.56,18.53,65.42,0,30.3,53.3,340.0,38.6,15.3,18.0,82,11.77,38.84,0.0,0.0
2025-09-08T19:00:00+00:00,19,8,9,2025,0,3,76.75,0,0.11,45.43,0.56,18.69,70.7,0,31.5,55.6,274.0,36.3,15.2,18.0,82,12.81,40.67,0.0,0.16
2025-09-08T20:00:00+00:00,20,8,9,2025,0,3,77.18,0,0.1,45.72,0.56,18.89,75.81,0,30.9,55.8,203.0,32.7,14.7,20.0,82,12.01,38.87,0.0,0.2
2025-09-08T21:00:00+00:00,21,8,9,2025,0,3,77.37,0,0.1,45.83,0.56,18.85,77.54,0,30.0,54.9,153.0,28.8,14.1,22.0,82,11.15,37.17,0.0,-0.04
2025-09-08T22:00:00+00:00,22,8,9,2025,0,3,77.58,0,0.09,45.78,0.56,18.68,74.39,0,28.5,52.9,124.0,23.7,13.3,27.0,83,9.82,34.46,0.0,-0.17
2025-09-08T23:00:00+00:00,23,8,9,2025,0,3,77.53,0,0.09,45.54,0.56,18.46,70.91,0,26.0,50.6,115.0,18.2,12.5,33.0,83,7.54,29.0,0.0,-0.22
2025-09-09T00:00:00+00:00,0,9,9,2025,1,3,77.57,0,0.09,45.12,0.57,18.4,69.8,0,21.9,43.4,150.0,12.7,9.8,42.0,83,3.5,15.98,0.0,-0.06
2025-09-09T01:00:00+00:00,1,9,9,2025,1,3,77.73,0,0.09,44.64,0.56,18.6,71.35,0,21.8,43.8,274.0,15.5,10.5,41.0,83,3.2,14.68,0.0,0.2
2025-09-09T02:00:00+00:00,2,9,9,2025,1,3,77.96,0,0.1,44.12,0.57,18.94,73.13,0,22.7,44.1,442.0,19.3,11.5,40.0,83,3.76,16.56,0.0,0.34
2025-09-09T03:00:00+00:00,3,9,9,2025,1,3,78.5,0,0.11,43.72,0.57,19.19,74.25,0,24.4,48.0,542.0,21.6,12.5,41.0,83,5.21,21.35,0.0,0.25
2025-09-09T04:00:00+00:00,4,9,9,2025,1,3,79.09,0,0.11,43.53,0.58,18.66,68.08,0,23.1,43.8,506.0,20.9,13.7,46.0,83,4.44,19.22,0.0,-0.53
2025-09-09T05:00:00+00:00,5,9,9,2025,1,3,80.04,0,0.11,43.65,0.57,18.27,64.06,0,21.7,38.9,403.0,18.6,14.9,52.0,83,3.43,15.81,0.0,-0.39
2025-09-09T06:00:00+00:00,6,9,9,2025,1,3,80.52,0,0.11,43.88,0.57,18.27,64.04,0,18.7,31.8,326.0,17.1,15.5,56.0,83,0.43,2.3,0.0,0.0
2025-09-09T07:00:00+00:00,7,9,9,2025,1,3,80.76,0.01,0.1,44.16,0.54,17.93,59.66,0,18.0,30.9,313.0,16.8,15.0,56.0,82,0.07,0.39,0.0,-0.34
2025-09-09T08:00:00+00:00,8,9,9,2025,1,3,80.02,0.01,0.1,43.81,0.51,17.42,53.07,0,17.8,29.9,326.0,17.1,13.9,54.0,81,0.38,2.13,0.0,-0.51
2025-09-09T09:00:00+00:00,9,9,9,2025,1,2,79.51,0.01,0.09,43.6,0.49,17.03,48.89,0,18.4,30.3,345.0,18.9,13.0,51.0,81,1.37,7.45,-1.0,-0.39
2025-09-09T10:00:00+00:00,10,9,9,2025,1,2,79.86,0.01,0.09,44.34,0.46,16.26,44.66,0,17.6,27.2,372.0,23.4,12.7,46.0,80,1.34,7.61,0.0,-0.77
2025-09-09T11:00:00+00:00,11,9,9,2025,1,2,80.56,0,0.1,45.66,0.42,14.84,38.58,0,18.7,27.8,405.0,29.4,12.5,39.0,79,3.86,20.64,0.0,-1.42
2025-09-09T12:00:00+00:00,12,9,9,2025,1,2,81.2,0,0.11,46.86,0.38,13.54,33.48,0,18.4,25.5,417.0,31.8,12.0,40.0,79,4.86,26.41,0.0,-1.3
2025-09-09T13:00:00+00:00,13,9,9,2025,1,2,81.77,0,0.11,48.13,0.35,12.17,27.84,0,18.5,23.7,388.0,33.0,12.1,38.0,78,6.33,34.22,0.0,-1.37
2025-09-09T14:00:00+00:00,14,9,9,2025,1,2,82.3,0,0.12,49.38,0.33,11.31,24.5,0,17.9,22.0,338.0,34.7,12.2,35.0,78,6.59,36.82,0.0,-0.86
2025-09-09T15:00:00+00:00,15,9,9,2025,1,2,82.86,0,0.11,50.22,0.32,10.8,22.93,0,16.9,20.7,297.0,35.8,12.4,33.0,77,6.1,36.09,0.0,-0.51
2025-09-09T16:00:00+00:00,16,9,9,2025,1,2,82.95,0,0.11,50.32,0.29,10.2,21.57,0,15.2,17.6,281.0,35.7,12.5,32.0,76,5.0,32.89,0.0,-0.6
2025-09-09T17:00:00+00:00,17,9,9,2025,1,2,82.84,0,0.11,50.22,0.27,9.79,20.56,0,14.6,16.2,275.0,35.1,12.7,31.0,75,4.81,32.95,0.0,-0.41
2025-09-09T18:00:00+00:00,18,9,9,2025,1,1,82.99,0,0.1,50.61,0.25,9.43,19.17,0,15.8,16.9,263.0,34.5,12.9,30.0,74,6.37,40.32,-1.0,-0.36
2025-09-09T19:00:00+00:00,19,9,9,2025,1,1,83.52,0,0.09,51.77,0.23,9.36,18.23,0,18.9,19.7,235.0,34.9,13.5,29.0,73,9.54,50.48,0.0,-0.07
2025-09-09T20:00:00+00:00,20,9,9,2025,1,1,83.88,0,0.09,52.41,0.24,9.52,18.11,0,19.3,20.1,201.0,35.4,14.3,27.0,72,9.78,50.67,0.0,0.16
2025-09-09T21:00:00+00:00,21,9,9,2025,1,1,84.12,0,0.08,52.5,0.25,9.56,18.23,0,15.0,15.7,178.0,33.8,14.2,28.0,71,5.44,36.27,0.0,0.04
2025-09-09T22:00:00+00:00,22,9,9,2025,1,1,84.36,0,0.08,52.37,0.26,9.64,19.64,0,12.3,13.3,159.0,28.0,12.6,33.0,70,2.66,21.63,0.0,0.08
2025-09-09T23:00:00+00:00,23,9,9,2025,1,2,84.15,0,0.08,51.44,0.28,9.83,20.81,0,10.6,13.6,151.0,20.1,10.2,39.0,69,0.77,7.26,1.0,0.19
2025-09-10T00:00:00+00:00,0,10,9,2025,2,2,83.65,0,0.09,50.13,0.29,10.08,20.74,0,8.6,16.6,187.0,6.7,5.2,46.0,67,1.48,14.68,0.0,0.25
2025-09-10T01:00:00+00:00,1,10,9,2025,2,2,83.36,0,0.09,48.71,0.3,10.12,19.1,0,9.7,19.4,318.0,9.4,5.7,41.0,66,0.42,4.15,0.0,0.04
2025-09-10T02:00:00+00:00,2,10,9,2025,2,1,83.04,0,0.09,47.37,0.29,10,17.29,0,11.6,22.4,493.0,13.1,6.4,34.0,65,1.6,13.79,-1.0,-0.12
2025-09-10T03:00:00+00:00,3,10,9,2025,2,1,82.71,0,0.1,46.13,0.3,10,16.57,0,14.4,27.4,598.0,15.1,7.3,31.0,65,4.4,30.56,0.0,0.0
